Companies,URL,CBInsightsDescription,QuidDescription,CrunchbaseDescription
Advanced Interactive Response Systems,oxygenalarms.com,"Advanced Interactive Response Systems (AIRS) provides oxygen supply monitoring systems for hospitals, homes, and other remote areas. With this system, the patient is able to safely monitor air flow for oxygen tanks. It has an alarm feature that sends updates via text messaging or Bluetooth. The AIRS devices are also wirelessly linked to each other using a secure and robust mesh networking protocol.","Advanced Interactive Response Systems, LLC develops and manufactures oxygen flow monitoring and pressure monitoring devices. It offers digital health products, such as flow monitors, regulators, and changeover systems, which features audible and visual alarms, digital display of information, wireless transmission of data and alerts, continuous system monitoring and an application, and portable with rechargeable battery; and consumable products, including disposable tubing filters, and heat and moisture exchanger filters. The company was incorporated in 2007 and is based in Newaygo, Michigan.","It provides oxygen supply monitoring systems for hospitals, homes, and other remote areas."
Advanced Scanners,advancedscanners.com,Advanced Scanners is a 3D optical vision system for brain surgeons to track and correct brain shift.,"Advanced Scanners Inc. develops a 3 dimensional (3D) optical tracking device for healthcare industry. It offers 3D optical scanner and computer vision platform, which tracks brain movement and shape during open brain surgery. The company was founded in 2017 and is headquartered in Austin, Texas.",Taking the Guesswork out of brain surgery with an intra-operative 3D machine vision platform.
Advantage Home Telehealth,advtelehealth.com,"Advantage Home Telehealth provides wireless tele-health solutions focusing on chronic indicators such as weight, blood pressure and glucose monitoring.","Advantia Health, LLC is a healthcare delivery company that provides obstetrics and gynecology, primary care, mental wellness, and other services. The company was founded in 2014 and is based in Arlington, Virginia. It has additional locations in Virginia, Maryland, Illinois, and Missouri.",Advantage Home TeleHealth provides hospitals and medical care faciliities with recording software and remote patient monitoring systems.
Advantia Health,advantiahealth.com,"Advantia Health provides women's healthcare. It provides direct care through providers at its OB-GYN and coordinated specialist offices. Advantia also enables health plans, state health organizations, hospital systems, and employers to deliver care through technology products.","Advekit, LLC develops and operates an online platform that matches patients with mental health professionals. The company through its web-based platform uses users' zip code, preferences, and insurance information to match users to a therapist. The company was incorporated in 2017 and is based in Venice, California.",Advantia Health is dedicated to helping women manage their health and the health of their families.
Advekit,advekit.com,Advekit is a marketplace that matches patients with mental health professionals.,"Adventure to Fitness, LLC develops and offers online video series for grades K-5, combining physical fitness with engaging storylines in a classroom curriculum. The company was incorporated in 2006 and is based in Lake Mary, Florida.",Advekit is an online healthcare platform that makes mental health therapy easily accessible and affordable.
Advera Health Analytics,adverahealth.com,"Advera Health Analytics is engaged in pharmacovigilance software, analytics, and data at the edge of drug safety science. Advera Health's mission is to mitigate risk in the healthcare system by improving the transparency of drug safety data through the curation and aggregation of large disparate datasets and the application of proprietary analytics.","AdverseEvents Inc., a healthcare informatics company, provides analysis of post-marketing drug side effect data. The company offers AdverseEvents Explorer, a Web based application that makes drug safety information accessible, actionable, and predictable through its RxSuite of analytics that comprises RxFilter to make drug safety information accessible through an algorithmic process that refines the FDA adverse events reporting system; RxScore to make drug safety information actionable through an algorithmic scoring model that ranks and compares medications based on post-marketed safety signals; and RxSignal to make drug safety information predictable through a statistical signaling model that provides preemptive alerts to potential FDA communications and actions. It also provides formulary optimization and analysis, a formulary review that leverages its tools and analytics through a program that identifies potential safety concerns, and recommends formulary and pharmacy changes that reduce costs; custom data and report services; and Freedom of Information Act request services. The company serves health plans and payers, health systems and hospitals, pharmaceutical companies, and financial institutions. AdverseEvents Inc. was founded in 2010 and is based in Santa Rosa, California with an additional office in Cambridge, Massachusetts.",Advera Health Analytics is a healthcare informatics company that improves patient safety and reduces systemic healthcare costs
AdviNow,advinow.com,AdviNow aims to automate the primary care experience and fundamentally reduce the cost to run existing clinics. AdviNow Medical enables an objective physical examination with measurements anywhere at any time.,"Advocatia Solutions, Inc. offers benefit advocacy and enrollment software solutions for hospitals and employers. The company provides tools, such as Benefit Screening, Benefit Text, and Benefit Triage that supports hospitals, employers, and other networks to help the uninsured and underinsured patients easily find, navigate, and secure available benefits. The company was founded in 2016 and is based in Lake Bluff, Illinois.",SaaS Physician Artificial Intelligence Augmentation and Scribe System
Adyn,adynhealth.com,"Adyn on individuals who are traditionally underserved by healthcare systems. The firm does this by integrating two biological readouts: genetics (read one time) and hormone levels (read multiple times throughout life). By partnering with individuals, Adyn provides medically actionable scientific insights and empowers them to proactively optimize their health.","Adyptation, Inc. develops software for healthcare providers to track patientÂ’s health and support care management. The company offers software solutions for hospital systems that manages chronic diseases; community health centers; and single offices. The company was incorporated in 2017 and is based in Cincinnati, Ohio.",Adyn is a precision medicine company that develops personalized birth control methods.
Adyptation,adyptation.com,Adyptation builds software solutions for healthcare providers to track patient health and support care management. Adyptation specializes in remote health tracking for chronic illness and disease and has an emphasis on complex conditions like an autoimmune disease.,"Akili Interactive Labs, Inc. develops digital treatments and cares solutions to help people affected by cognitive impairments. The company offers EndeavorRx based on Akili Selective Stimulus Management Engine (SSME) core technology that test and enhance the cognitive abilities through a video game. Akili Interactive Labs, Inc. was incorporated in 2011 and is based in Boston, Massachusetts with an additional location in Larkspur, California.",Adyptation specializes in remote health tracking and analytics for chronic illnesses.
Akili Interactive Labs,akiliinteractive.com,"Akili Interactive Labs is building clinically validated cognitive treatments and assessments that are delivered in an action video game interface. Leveraging medical-grade science and consumer-grade software technology, the company is seeking to produce a new type of medical product that can offer safe and effective scalable treatment and better patient monitoring for patients across a range of mental health and neurological conditions.","AmplioSpeech Inc. develops a platform that delivers digital education to school districts and their educators, students and their families, special education departments, and administrators. It offers AmplioSpeech platform that uses artificial intelligence (AI) and natural language processing (NLP) to improve student outcomes in various areas of needs, such as speech-language deficits, dyslexia, hearing loss, literacy, fluency, articulation, learning loss, communicative and social pragmatic disorders, and others. AmplioSpeech Inc. was founded in 2014 and is based in Rockville, Maryland with additional offices in Austin, Texas; Rotterdam, the Netherlands; and Haifa, Israel.","Akili builds clinically-validated cognitive therapeutics, assessments, and diagnostics that look and feel like video games."
AmplioSpeech,ampliospeech.com,"AmplioSpeech delivers Digital Speech-Language Therapy powered by a data-driven platform. The company's technology-enabled service accelerates progress, ensures compliance, reduces cost and maximizes reimbursement. As a semi-autonomous service, AmplioSpeech demonstrates SaaS-like profit-margins. AmplioSpeech first addresses US K-12 schools, required by law to provide therapy to all children in need. AmplioSpeech plugs into existing contracts and reimbursement, with an effective and efficient digital model.","AppliedVR, Inc. develops a virtual reality (VR)-based platform for pain and anxiety management in hospitals, surgery centers, and exam rooms in the United States. Its solutions include AppliedVR, a VR platform that helps patients cope with stress and feelings of anxiety, including inpatient, PACU, labor and delivery, burn units, and emergency departments; and EaseVRx, a platform to help patients dealing with chronic pain, including fibromyalgia and chronic intractable lower back pain. Additionally, it also develops a headset application for general pain management and anxiety. AppliedVR, Inc. has strategic partnerships with Cedars-Sinai and Children's Hospital Los Angeles. The company was founded in 2013 and is based in Los Angeles, California.","AmplioSpeech provides a digital platform that connects students, educators, and administrators."
AppliedVR,appliedvr.io,"AppliedVR provides a virtual reality platform that focuses on enhancing patient experience, increasing efficiency, and maximizing health care value. The platform is designed to engage the patient during all stages of procedures in hospitals and surgical centers, offering patients drug-free alternatives to manage pain and anxiety associated with medical procedures.","Big Health develops and markets a digital sleep improvement program named Sleepio that helps people to overcome sleep disorders. The application teaches Cognitive Behavioral Therapy techniques to personalize problems and progress. The company is based in London, United Kingdom.",AppliedVR offers virtual reality-based therapeutic treatments that address the complexity of chronic pain.
Big Health,bighealth.com,"Big Health aims to help millions back to good mental health using digital therapeutics - fully automated behavioral programs backed by world class scientific evidence. Big Healthâ€™s lead products are Sleepio for helping individuals address poor sleep; and Daylight for helping individuals address worry and anxiety. Big Healthâ€™s solutions are based on cognitive behavioral therapy (CBT) and have been evaluated in 33 peer-reviewed research studies, including 8 randomized controlled trials. With offices in London and San Francisco, Big Healthâ€™s products are available through multinational employers and major health plans, covering over 12 million people.","Biofourmis Inc. designs and develops Biovitals, an AI based health analytics ecosystem that predicts predict and prevent serious medical event. The company was founded in 2015 and is based in Boston, Massachusetts.",Big Health operates a digital healthcare portal used to offer behavioral programs for mental health issues.
